LogID,UserID,UserIP,Timestamp,DateTime,Event,ImageID,Type
60,1,127.0.0.1,1499958597,2017-07-13 17:09:57.701,submitted,42,bar chart
61,1,127.0.0.1,1499958598,2017-07-13 17:09:58.316,page loaded,43,None
62,1,127.0.0.1,1499958599,2017-07-13 17:09:59.808,started typing,43,None
63,1,127.0.0.1,1499958602,2017-07-13 17:10:02.046,submitted,43,pie chart
64,1,127.0.0.1,1499958602,2017-07-13 17:10:02.925,page loaded,44,None
65,1,127.0.0.1,1499959986,2017-07-13 17:33:06.616,page loaded,45,None
66,1,127.0.0.1,1499960607,2017-07-13 17:43:27.702,page loaded,46,None
67,1,127.0.0.1,1499960616,2017-07-13 17:43:36.696,page loaded,47,None
68,1,127.0.0.1,1499960638,2017-07-13 17:43:58.187,page loaded,48,None
69,1,127.0.0.1,1499960695,2017-07-13 17:44:55.861,page loaded,49,None
70,1,127.0.0.1,1499960699,2017-07-13 17:44:59.499,page loaded,50,None
71,1,127.0.0.1,1499960837,2017-07-13 17:47:17.953,page loaded,51,None
72,2,10.120.21.78,1499961556,2017-07-13 15:59:16.425,page loaded,51,None
73,2,10.120.21.78,1499961560,2017-07-13 15:59:20.893,started typing,51,None
74,2,10.120.21.78,1499961565,2017-07-13 15:59:25.117,submitted,51,scatterplot
75,2,10.120.21.78,1499961566,2017-07-13 15:59:26.896,page loaded,53,None
76,2,10.120.21.78,1499961569,2017-07-13 15:59:29.623,started typing,53,None
77,2,10.120.21.78,1499961574,2017-07-13 15:59:34.447,submitted,53,pie chart
78,2,10.120.21.78,1499961575,2017-07-13 15:59:35.537,page loaded,54,None
79,3,10.97.47.26,1499961712,2017-07-13 16:01:52.127,started typing,54,None
80,3,10.97.47.26,1499961714,2017-07-13 16:01:54.218,submitted,54,bar chart
81,3,10.97.47.26,1499961715,2017-07-13 16:01:55.547,page loaded,55,None
82,3,10.97.47.26,1499961723,2017-07-13 16:02:03.669,skip,55,None
83,4,10.99.36.25,1499961724,2017-07-13 16:02:04.880,page loaded,56,None
84,4,10.99.36.25,1499961726,2017-07-13 16:02:06.979,skip,56,None
85,3,10.97.47.26,1499961728,2017-07-13 16:02:08.040,page loaded,57,None
86,1,127.0.0.1,1500275914,2017-07-17 09:18:34.213,page loaded,53,None
87,1,127.0.0.1,1500275920,2017-07-17 09:18:40.133,started typing,53,None
88,1,127.0.0.1,1500275926,2017-07-17 09:18:46.179,submitted,53,line chart
89,1,127.0.0.1,1500275926,2017-07-17 09:18:46.854,page loaded,54,None
90,1,127.0.0.1,1500276063,2017-07-17 09:21:03.078,skip,54,None
91,1,127.0.0.1,1500276063,2017-07-17 09:21:03.628,page loaded,55,None
92,1,127.0.0.1,1500277510,2017-07-17 09:45:10.175,skip,55,None
93,1,127.0.0.1,1500277510,2017-07-17 09:45:10.766,page loaded,56,None
94,1,127.0.0.1,1500277511,2017-07-17 09:45:11.082,skip,56,None
95,1,127.0.0.1,1500277511,2017-07-17 09:45:11.605,page loaded,57,None
96,1,127.0.0.1,1500277512,2017-07-17 09:45:12.378,skip,57,None
97,1,127.0.0.1,1500277512,2017-07-17 09:45:12.886,page loaded,63,None
98,1,127.0.0.1,1500277513,2017-07-17 09:45:13.389,skip,63,None
99,1,127.0.0.1,1500277513,2017-07-17 09:45:13.891,page loaded,64,None
100,1,127.0.0.1,1500278139,2017-07-17 09:55:39.260,page loaded,65,None
101,1,127.0.0.1,1500278145,2017-07-17 09:55:45.137,page loaded,66,None
102,1,127.0.0.1,1500278193,2017-07-17 09:56:33.853,page loaded,67,None
103,1,127.0.0.1,1500278195,2017-07-17 09:56:35.214,page loaded,68,None
104,1,127.0.0.1,1500278196,2017-07-17 09:56:36.217,page loaded,69,None
105,1,127.0.0.1,1500278203,2017-07-17 09:56:43.083,page loaded,70,None
106,1,127.0.0.1,1500278205,2017-07-17 09:56:45.164,page loaded,71,None
107,1,127.0.0.1,1500278223,2017-07-17 09:57:03.102,page loaded,72,None
108,1,127.0.0.1,1500278270,2017-07-17 09:57:50.539,page loaded,73,None
109,1,127.0.0.1,1500278276,2017-07-17 09:57:56.049,page loaded,74,None
110,6,10.10.132.21,1500280278,2017-07-17 08:31:18.994,page loaded,51,None
111,6,10.10.132.21,1500280282,2017-07-17 08:31:22.096,started typing,51,None
112,6,10.10.132.21,1500280285,2017-07-17 08:31:25.625,submitted,51,line chart
113,6,10.10.132.21,1500280286,2017-07-17 08:31:26.681,page loaded,53,None
114,1,127.0.0.1,1500284286,2017-07-17 11:38:06.388,page loaded,77,None
115,1,127.0.0.1,1500284288,2017-07-17 11:38:08.217,started typing,77,None
116,1,127.0.0.1,1500284294,2017-07-17 11:38:14.447,submitted,77,bar chart
117,1,127.0.0.1,1500284295,2017-07-17 11:38:15.010,page loaded,78,None
118,1,127.0.0.1,1500284297,2017-07-17 11:38:17.670,started typing,78,None
119,1,127.0.0.1,1500284300,2017-07-17 11:38:20.526,submitted,78,pie chart
120,1,127.0.0.1,1500284301,2017-07-17 11:38:21.150,page loaded,79,None
121,1,127.0.0.1,1500284302,2017-07-17 11:38:22.967,started typing,79,None
122,1,127.0.0.1,1500284306,2017-07-17 11:38:26.927,submitted,79,scatter plot
123,1,127.0.0.1,1500284308,2017-07-17 11:38:28.187,page loaded,80,None
124,1,127.0.0.1,1500284311,2017-07-17 11:38:31.221,started typing,80,None
125,1,127.0.0.1,1500284314,2017-07-17 11:38:34.426,submitted,80,pie chart
126,1,127.0.0.1,1500284315,2017-07-17 11:38:35.035,page loaded,81,None
127,1,127.0.0.1,1500284416,2017-07-17 11:40:16.893,page loaded,82,None
128,1,127.0.0.1,1500284430,2017-07-17 11:40:30.787,started typing,82,None
129,1,127.0.0.1,1500284436,2017-07-17 11:40:36.679,submitted,82,scatter plot
130,1,127.0.0.1,1500284437,2017-07-17 11:40:37.289,page loaded,83,None
131,1,127.0.0.1,1500284755,2017-07-17 11:45:55.215,page loaded,84,None
132,1,127.0.0.1,1500284759,2017-07-17 11:45:59.356,skip,84,None
133,1,127.0.0.1,1500284759,2017-07-17 11:45:59.863,page loaded,85,None
134,1,127.0.0.1,1500284762,2017-07-17 11:46:02.922,skip,85,None
135,1,127.0.0.1,1500284763,2017-07-17 11:46:03.436,page loaded,86,None
136,1,127.0.0.1,1500284765,2017-07-17 11:46:05.589,skip,86,None
137,1,127.0.0.1,1500284766,2017-07-17 11:46:06.107,page loaded,87,None
138,1,127.0.0.1,1500286210,2017-07-17 12:10:10.710,page loaded,88,None
139,1,127.0.0.1,1500292525,2017-07-17 13:55:25.905,page loaded,89,None
140,1,127.0.0.1,1500292534,2017-07-17 13:55:34.414,page loaded,90,None
141,1,127.0.0.1,1500292536,2017-07-17 13:55:36.409,page loaded,91,None
142,1,127.0.0.1,1500293309,2017-07-17 14:08:29.035,page loaded,92,None
143,1,127.0.0.1,1500293552,2017-07-17 14:12:32.668,page loaded,93,None
144,1,127.0.0.1,1500293555,2017-07-17 14:12:35.159,started typing,93,None
145,1,127.0.0.1,1500293558,2017-07-17 14:12:38.451,submitted,93,pie chart
146,1,127.0.0.1,1500293605,2017-07-17 14:13:25.619,page loaded,94,None
147,1,127.0.0.1,1500293606,2017-07-17 14:13:26.898,started typing,94,None
148,1,127.0.0.1,1500293622,2017-07-17 14:13:42.474,submitted,94,scatter plot
149,1,127.0.0.1,1500293624,2017-07-17 14:13:44.070,page loaded,95,None
150,1,127.0.0.1,1500293630,2017-07-17 14:13:50.200,started typing,95,None
151,1,127.0.0.1,1500293633,2017-07-17 14:13:53.014,submitted,95,pie chart
152,1,127.0.0.1,1500293635,2017-07-17 14:13:55.379,page loaded,96,None
153,1,127.0.0.1,1500293640,2017-07-17 14:14:00.308,started typing,96,None
154,1,127.0.0.1,1500293648,2017-07-17 14:14:08.822,submitted,96,bar chart
155,1,127.0.0.1,1500293649,2017-07-17 14:14:09.666,page loaded,97,None
156,1,127.0.0.1,1500293652,2017-07-17 14:14:12.161,started typing,97,None
157,1,127.0.0.1,1500293654,2017-07-17 14:14:14.746,submitted,97,line chart
158,1,127.0.0.1,1500293656,2017-07-17 14:14:16.126,page loaded,35,None
159,1,127.0.0.1,1500293660,2017-07-17 14:14:20.397,started typing,35,None
160,1,127.0.0.1,1500293664,2017-07-17 14:14:24.566,submitted,35,scatter plot
161,1,127.0.0.1,1500293665,2017-07-17 14:14:25.240,page loaded,35,None
162,7,10.105.4.175,1500297215,2017-07-17 13:13:35.869,page loaded,35,None
163,8,10.35.162.25,1500297327,2017-07-17 13:15:27.374,page loaded,35,None
164,6,10.10.132.21,1500297332,2017-07-17 13:15:32.729,started typing,35,None
