task,task_id,iduser,timestamp,date,event,idtype,label,idimg,imagepath
textual,textual_91,22,1501143791,2017-07-27 10:23:11.663,submitted,20,map,534,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Map_335.jpg
textual,textual_92,22,1501143795,2017-07-27 10:23:15.651,submitted,30,area chart,609,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/AreaGraph_51.JPG
textual,textual_93,22,1501143795,2017-07-27 10:23:15.983,submitted,37,,609,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/AreaGraph_51.JPG
textual,textual_94,22,1501143798,2017-07-27 10:23:18.108,submitted,20,map,464,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Map_365.jpg
textual,textual_95,22,1501143805,2017-07-27 10:23:25.878,submitted,10,network diagram,153,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/NetworkDiagram_375.jpg
textual,textual_96,22,1501143809,2017-07-27 10:23:29.336,submitted,25,bar chart,588,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/BarGraph_163.png
textual,textual_97,22,1501143818,2017-07-27 10:23:38.841,submitted,38,line bar chart,924,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/ParetoChart_545.gif
textual,textual_98,22,1501143821,2017-07-27 10:23:41.863,submitted,31,pie chart,901,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/PieChart_591.jpg
textual,textual_99,22,1501143825,2017-07-27 10:23:45.479,submitted,7,bubble chart,265,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/BubbleChart_125.png
textual,textual_100,22,1501143829,2017-07-27 10:23:49.443,submitted,19,table,558,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Table_864.jpg
textual,textual_101,22,1501143831,2017-07-27 10:23:51.785,submitted,19,table,476,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Table_900.jpg
textual,textual_102,22,1501143835,2017-07-27 10:23:55.298,submitted,31,pie chart,421,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/PieChart_622.PNG
textual,textual_103,22,1501143844,2017-07-27 10:24:04.557,submitted,11,stacked bar chart,577,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/BarGraph_130.gif
textual,textual_104,22,1501143847,2017-07-27 10:24:07.943,submitted,39,tree map,172,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/TreeDiagram_434.GIF
textual,textual_105,22,1501143851,2017-07-27 10:24:11.251,submitted,20,map,390,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Table_866.gif
textual,textual_106,22,1501143861,2017-07-27 10:24:21.246,submitted,40,columns chart,373,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/BarGraph_93.jpg
textual,textual_107,22,1501143864,2017-07-27 10:24:24.305,submitted,19,table,829,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Table_811.gif
textual,textual_108,22,1501143872,2017-07-27 10:24:32.060,submitted,41,candlesticks chart,266,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/BoxPlot_2.jpg
textual,textual_113,22,1501143978,2017-07-27 10:26:18.777,submitted,7,bubble chart,249,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/BubbleChart_133.jpg
textual,textual_117,22,1501144085,2017-07-27 10:28:05.788,submitted,31,pie chart,682,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/PieChart_646.jpg
textual,textual_118,22,1501144092,2017-07-27 10:28:12.498,submitted,7,bubble chart,193,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/BubbleChart_71.jpg
textual,textual_119,22,1501144100,2017-07-27 10:28:20.157,submitted,12,flow chart,132,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/FlowChart_277.jpg
textual,textual_120,22,1501144109,2017-07-27 10:28:29.623,submitted,25,bar chart,101,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/ColumnGraph_158.png
textual,textual_121,22,1501144113,2017-07-27 10:28:33.567,submitted,12,flow chart,287,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/FlowChart_309.jpg
textual,textual_122,22,1501144116,2017-07-27 10:28:36.079,submitted,19,table,914,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Table_886.jpg
textual,textual_123,22,1501144120,2017-07-27 10:28:40.449,submitted,42,scatter plot,360,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/ScatterGraph_779.jpg
textual,textual_124,22,1501144127,2017-07-27 10:28:47.917,submitted,42,scatter plot,403,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/ScatterGraph_868.png
textual,textual_125,22,1501144136,2017-07-27 10:28:56.326,submitted,11,stacked bar chart,119,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/ColumnGraph_237.png
textual,textual_126,22,1501144139,2017-07-27 10:28:59.362,submitted,19,table,391,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Table_907.gif
textual,textual_127,22,1501144150,2017-07-27 10:29:10.644,submitted,36,column chart,452,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/BarGraph_192.gif
textual,textual_128,22,1501144155,2017-07-27 10:29:15.385,submitted,13,pareto chart,887,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/ParetoChart_520.png
textual,textual_129,22,1501144158,2017-07-27 10:29:18.347,submitted,31,pie chart,805,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/PieChart_593.gif
textual,textual_131,22,1501144177,2017-07-27 10:29:37.013,submitted,42,scatter plot,323,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/ScatterGraph_846.png
textual,textual_132,22,1501144183,2017-07-27 10:29:43.879,submitted,43,tree diagramp,199,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/TreeDiagram_373.PNG
textual,textual_133,22,1501144191,2017-07-27 10:29:51.935,submitted,8,tree diagram,254,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/TreeDiagram_391.gif
textual,textual_134,22,1501144195,2017-07-27 10:29:55.405,submitted,33,line chart,833,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/LineGraph_221.PNG
textual,textual_135,22,1501144201,2017-07-27 10:30:01.810,submitted,44,sctacked bar chart,17,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/ColumnGraph_176.gif
textual,textual_136,22,1501144206,2017-07-27 10:30:06.279,submitted,33,line chart,837,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/LineGraph_236.gif
textual,textual_140,22,1501145700,2017-07-27 10:55:00.217,submitted,7,bubble chart,193,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/BubbleChart_71.jpg
textual,textual_144,22,1501147872,2017-07-27 11:31:12.682,submitted,45,multiple line chart,806,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/LineGraph_282.jpg
textual,textual_155,22,1501149130,2017-07-27 11:52:10.327,submitted,46,pareto's chart,749,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/ParetoChart_481.gif
textual,textual_160,22,1501166851,2017-07-27 16:47:31.960,submitted,12,flow chart,105,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/TreeDiagram_414.jpg
textual,textual_163,22,1501226725,2017-07-28 09:25:25.757,submitted,7,bubble chart,12,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/BubbleChart_105.jpg
textual,textual_164,22,1501226731,2017-07-28 09:25:31.488,submitted,27,color map,580,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Map_406.PNG
textual,textual_165,22,1501226735,2017-07-28 09:25:35.065,submitted,31,pie chart,882,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/PieChart_559.png
textual,textual_166,22,1501226740,2017-07-28 09:25:40.295,submitted,30,area chart,408,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/AreaGraph_46.png
textual,textual_167,22,1501226745,2017-07-28 09:25:45.086,submitted,30,area chart,717,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/AreaGraph_12.gif
textual,textual_168,22,1501226757,2017-07-28 09:25:57.090,submitted,19,table,680,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Table_970.jpg
textual,textual_169,22,1501228368,2017-07-28 09:52:48.455,submitted,37,,872,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/Map_490.jpg
textual,textual_211,22,1501667912,2017-08-02 11:58:32.332,submitted,47,something,12982,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v484_n7392_22_f1.png
textual,textual_214,22,1501667979,2017-08-02 11:59:39.428,submitted,48,barchart,170,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/ColumnGraph_171.png
textual,textual_217,38,1501668036,2017-08-02 10:00:36.911,submitted,49,bar charts,13290,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v484_n7393_14_f3.png
textual,textual_223,22,1501686462,2017-08-02 17:07:42.302,submitted,50,line charts,12647,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v485_n7399_23_f2.png
textual,textual_270,22,1501851119,2017-08-04 14:51:59.957,submitted,51,canard,10685,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_government/treasuryG07_1.png
textual,textual_274,22,1501851175,2017-08-04 14:52:55.915,submitted,25,bar chart,11402,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_news/economist_daily_chart_361.png
textual,textual_275,22,1501851190,2017-08-04 14:53:10.357,submitted,42,scatter plot,14075,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v489_n7417_9_f3.png
textual,textual_280,22,1501851238,2017-08-04 14:53:58.068,submitted,25,bar chart,10833,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_government/whoQ26.png
textual,textual_281,22,1501851249,2017-08-04 14:54:09.751,submitted,42,scatter plot,14293,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v490_n7420_7_f2.png
textual,textual_284,22,1501851305,2017-08-04 14:55:05.335,submitted,25,bar chart,12713,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v483_n7389_19_f3.png
textual,textual_285,22,1501851314,2017-08-04 14:55:14.458,submitted,42,scatter plot,555,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/ScatterGraph_746.gif
textual,textual_286,22,1501851326,2017-08-04 14:55:26.179,submitted,25,bar chart,948,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/BarGraph_74.gif
textual,textual_289,22,1501851365,2017-08-04 14:56:05.672,submitted,25,bar chart,12000,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_news/wsj181.png
textual,textual_290,22,1501851381,2017-08-04 14:56:21.513,submitted,52,3d bar chart,10705,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_government/whoI09_2.png
textual,textual_291,22,1501851404,2017-08-04 14:56:44.027,submitted,9,candlestick chart,13380,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v485_n7398_15_f1.png
textual,textual_294,22,1501851459,2017-08-04 14:57:39.331,submitted,20,map,13090,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v486_n7403_3_f2.png
textual,textual_297,22,1501851478,2017-08-04 14:57:58.871,submitted,25,bar chart,13224,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v483_n7387_11_f4.png
textual,textual_300,22,1501851503,2017-08-04 14:58:23.589,submitted,42,scatter plot,10368,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_government/whoJ37_1.png
textual,textual_301,22,1501851521,2017-08-04 14:58:41.093,submitted,53,treemap,12899,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v484_n7395_13_f4.png
textual,textual_304,22,1501851588,2017-08-04 14:59:48.591,submitted,33,line chart,14377,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v483_n7387_11_f3.png
textual,textual_307,22,1501851650,2017-08-04 15:00:50.015,submitted,31,pie chart,226,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis16cat/TreeDiagram_379.jpg
textual,textual_308,22,1501851655,2017-08-04 15:00:55.146,submitted,25,bar chart,10649,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_government/whoH13_1.png
textual,textual_311,22,1501851697,2017-08-04 15:01:37.827,submitted,20,map,11838,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_news/economist_daily_chart_250.png
textual,textual_314,22,1501851715,2017-08-04 15:01:55.585,submitted,12,flow chart,607,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/AreaGraph_10.png
textual,textual_320,22,1501852644,2017-08-04 15:17:24.591,submitted,54,multiple line chart$,11774,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_news/economist_daily_chart_69.png
textual,textual_321,22,1501852704,2017-08-04 15:18:24.083,submitted,55,multiple bar chart,11445,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_news/economist_daily_chart_526.png
textual,textual_324,22,1501852775,2017-08-04 15:19:35.806,submitted,25,bar chart,11155,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_news/economist_daily_chart_106.png
textual,textual_327,22,1501852804,2017-08-04 15:20:04.410,submitted,45,multiple line chart,10771,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_government/whoB09_1.png
textual,textual_332,22,1501852837,2017-08-04 15:20:37.618,submitted,20,map,10533,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_government/whoN17.png
textual,textual_335,22,1501852869,2017-08-04 15:21:09.026,submitted,56,venn diagram,730,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/vis10cat/VennDiagram_1004.gif
textual,textual_340,22,1501852903,2017-08-04 15:21:43.340,submitted,57,lines chart,13511,https://s3.eu-central-1.amazonaws.com/namethatchart-imagedataset/downloadApi/MassData_science/v489_n7414_21_f2.png
